trial,x_pos,y_pos
1_1.jpg,-0.109375,0.4437500000000001
1_2.jpg,-0.109375,0.4437500000000001
1_3.jpg,-0.0859375,0.3031250000000001
1_4.jpg,-0.0859375,0.1937500000000001
1_5.jpg,-0.0859375,0.1937500000000001
1_6.jpg,-0.078125,0.2562500000000001
1_7.jpg,-0.03125,0.2406250000000001
1_8.jpg,0.03125,0.1625000000000001
1_9.jpg,0.0390625,0.1468750000000001
1_10.jpg,0.046875,0.1468750000000001
1_11.jpg,0.046875,0.11562500000000009
1_12.jpg,0.0078125,0.1625000000000001
1_13.jpg,-0.015625,0.1937500000000001
1_14.jpg,-0.0234375,0.2093750000000001
1_15.jpg,-0.0234375,0.2250000000000001
1_16.jpg,-0.0234375,0.2875000000000001
1_17.jpg,-0.0234375,0.2875000000000001
1_18.jpg,-0.0234375,0.2875000000000001
1_19.jpg,0.0,0.2406250000000001
1_20.jpg,0.0390625,0.2250000000000001
2_1.jpg,0.0546875,0.2250000000000001
2_2.jpg,0.0390625,0.2406250000000001
2_3.jpg,0.0078125,0.2562500000000001
2_4.jpg,-0.015625,0.2875000000000001
2_5.jpg,0.0390625,0.1625000000000001
2_6.jpg,0.0390625,0.1625000000000001
2_7.jpg,0.03125,0.1625000000000001
2_8.jpg,0.0078125,0.1937500000000001
2_9.jpg,-0.0234375,0.2250000000000001
2_10.jpg,0.0078125,0.2093750000000001
2_11.jpg,0.015625,0.1937500000000001
2_12.jpg,0.0546875,0.1937500000000001
2_13.jpg,0.1328125,0.1781250000000001
2_14.jpg,0.25,0.1625000000000001
2_15.jpg,0.3203125,0.1312500000000001
2_16.jpg,0.3125,0.1468750000000001
2_17.jpg,0.2734375,0.1937500000000001
2_18.jpg,0.2578125,0.2093750000000001
2_19.jpg,0.2578125,0.2093750000000001
2_20.jpg,0.25,0.2250000000000001
3_1.jpg,0.2421875,0.2875000000000001
3_2.jpg,0.2421875,0.2406250000000001
3_3.jpg,0.1953125,0.10000000000000009
3_4.jpg,0.1484375,0.1937500000000001
3_5.jpg,0.1484375,0.2406250000000001
3_6.jpg,0.203125,0.1625000000000001
3_7.jpg,0.203125,0.1625000000000001
3_8.jpg,0.203125,0.1625000000000001
3_9.jpg,0.2109375,0.1625000000000001
3_10.jpg,0.2421875,0.1625000000000001
3_11.jpg,0.265625,0.1781250000000001
3_12.jpg,0.2890625,0.1781250000000001
3_13.jpg,0.3125,0.2093750000000001
3_14.jpg,0.265625,0.2875000000000001
3_15.jpg,0.2421875,0.3187500000000001
3_16.jpg,0.2421875,0.3187500000000001
3_17.jpg,0.2421875,0.3187500000000001
3_18.jpg,0.2421875,0.3343750000000001
3_19.jpg,0.2421875,0.3343750000000001
3_20.jpg,0.15625,0.3500000000000001
4_1.jpg,0.0703125,0.3812500000000001
4_2.jpg,-0.0078125,0.4125000000000001
4_3.jpg,-0.1328125,0.4750000000000001
4_4.jpg,-0.1640625,0.4750000000000001
4_5.jpg,-0.1953125,0.4125000000000001
4_6.jpg,-0.2890625,0.3187500000000001
4_7.jpg,-0.390625,0.2875000000000001
4_8.jpg,-0.359375,0.1625000000000001
4_9.jpg,-0.1171875,0.10000000000000009
4_10.jpg,-0.0625,0.03750000000000009
4_11.jpg,0.0859375,-0.05624999999999991
4_12.jpg,0.046875,0.05312500000000009
4_13.jpg,-0.0390625,-0.009374999999999911
4_14.jpg,-0.0546875,-0.02499999999999991
4_15.jpg,-0.0234375,0.006250000000000089
4_16.jpg,-0.0234375,0.03750000000000009
4_17.jpg,0.03125,0.05312500000000009
4_18.jpg,0.0703125,0.06875000000000009
4_19.jpg,0.0703125,0.06875000000000009
4_20.jpg,0.1015625,0.06875000000000009
5_1.jpg,0.1796875,0.1312500000000001
5_2.jpg,0.25,0.1312500000000001
5_3.jpg,0.3984375,0.1468750000000001
5_4.jpg,0.3984375,0.2250000000000001
5_5.jpg,0.421875,0.2875000000000001
5_6.jpg,0.4296875,0.1937500000000001
5_7.jpg,0.4609375,0.1312500000000001
5_8.jpg,0.4765625,0.1312500000000001
5_9.jpg,0.453125,0.1781250000000001
5_10.jpg,0.296875,0.1781250000000001
5_11.jpg,0.0625,0.1937500000000001
5_12.jpg,0.2265625,0.1625000000000001
